region,category,pair_id,app_name,package,collected_count,shared_count,collected_items:data->purpose,shared_items:data->purpose,link,notes
eu,bank_4,bank4,BILnet,com.bil.android,5,0,"Personal info:Name and User IDs; Personal info:Name->App functionality, Account management; Personal info:User Ids-> App functionality, Account management; App activity:App interactions · Optional->Analytics; Messages:Other in-app messages->App functionality, Fraud prevention, security, and compliance, Account management; Financial info:User payment info->App functionality, Account management; Financial info:Purchase history-> App functionality, Account management; Financial info:Other financial info-> App functionality, Account management; App info and performance:Crash logs · Optional->Analytics",No data shared,https://play.google.com/store/apps/datasafety?id=com.bil.android,Google Play Data safety: No data shared with third parties
ru,health,health,EMIAS.INFO,com.programmisty.emiasapp,1,0,Personal info:Other info->App functionality,No data shared,https://play.google.com/store/apps/datasafety?id=com.programmisty.emiasapp,Google Play Data safety: No data shared with third parties; Security practices: Data can’t be deleted (no deletion request option)
eu,health,health,Doctena,goodsoft.pl.doctenalu,7,1,"App activity:App interactions · Optional->Analytics; Personal info:Name->App functionality, Personalization, Account management; Personal info:Email address-> App functionality, Developer communications, Fraud prevention, security, and compliance, Personalization, Account management; Personal info:User Ids-> App functionality, Fraud prevention, security, and compliance, Account management; Personal info:Address · Optional->App functionality, Account management; Personal info:Phone number-> App functionality, Fraud prevention, security, and compliance, Account management; Personal info:Other info · Optional->App functionality, Account management; Files and docs:Files and docs · Optional->App functionality, Personalization; Messages:Emails->App functionality; Messages:SMS or MMS-> App functionality, Fraud prevention, security, and compliance; App info and performance:Diagnostics · Optional->Analytics; Calendar:Calendar events->App functionality; Health and fitness:Health info · Optional->App functionality, Personalization","Personal info:Name->App functionality, Fraud prevention, security, and compliance, Personalization, Account management; Personal info:Address-> App functionality, Account management; Personal info:Phone number-> App functionality, Fraud prevention, security, and compliance, Personalization, Account management",https://play.google.com/store/apps/datasafety?id=goodsoft.pl.doctenalu,Google Play Data safety: Data may be shared with third parties
ru,social_1,social1,VK,com.vkontakte.android,12,6,"Financial info:Purchase history->App functionality, Fraud prevention, security, and compliance; Photos and videos:Photos · Optional->App functionality, Fraud prevention, security, and compliance, Account management; Photos and videos:Videos · Optional->App functionality, Fraud prevention, security, and compliance; Personal info:Name->Account management; Personal info:Email address · Optional->Developer communications, Fraud prevention, security, and compliance, Account management’ Personal info:User Ids-> App functionality, Analytics, Fraud prevention, security, and compliance; Personal info:Phone number-> App functionality, Advertising or marketing, Fraud prevention, security, and compliance, Account management; Personal info:Other info · Optional->Advertising or marketing, Account management; Health and fitness:Fitness info · Optional->App functionality; Files and docs:Files and docs · Optional->App functionality; Device or other IDs:Device or other IDs · Optional->App functionality, Analytics, Advertising or marketing, Personalization; Contacts:Contacts · Optional->App functionality, Analytics, Personalization; Audio:Music files · Optional->App functionality, Fraud prevention, security, and compliance, Personalization; Messages:Other in-app messages->App functionality, Developer communications; App activity:App interactions->Advertising or marketing, Personalization; App activity:In-app search history-> App functionality, Personalization; App activity:Installed apps · Optional->Personalization; App activity:Other user-generated content · Optional->App functionality; App activity:Other actions-> App functionality, Advertising or marketing, Personalization; App info and performance:Crash logs and Diagnostics; App info and performance:Crash logs->Analytics; App info and performance:Diagnostics-> Analytics; Location:Precise location · Optional->App functionality, Advertising or marketing","Personal info:Name->Account management; Personal info:User Ids-> App functionality, Fraud prevention, security, and compliance; Personal info:Phone number-> App functionality, Advertising or marketing, Fraud prevention, security, and compliance, Account management; Personal info:Other info->Advertising or marketing, Account management; Device or other Ids:Device or other Ids->Analytics, Advertising or marketing; Audio:Music files->App functionality; App activity:Installed apps->Personalization; App info and performance:Crash logs and Diagnostics; App info and performance:Crash logs->Analytics; App info and performance:Diagnostics-> Analytics; Location:Precise location->App functionality, Advertising or marketing",https://play.google.com/store/apps/datasafety?id=com.vkontakte.android,Google Play Data safety: Data may be shared with third parties
eu,social_1,social1,Facebook,com.facebook.katana,14,2,"Web browsing:Web browsing history->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Personal info:Name->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Personal info:Email address · Optional->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Personal info:User Ids-> App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Personal info:Address · Optional->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Personal info:Phone number · Optional->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Personal info:Political or religious beliefs · Optional->App functionality, Analytics, Fraud prevention, security, and compliance, Personalization, Account management; Personal info:Sexual orientation · Optional->App functionality, Analytics, Fraud prevention, security, and compliance, Personalization, Account; Personal info:Other info->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; App activity:App interactions->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; App activity:In-app search history-> App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; App activity:Installed apps-> App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; App activity:Other user-generated content · Optional->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; App activity:Other actions-> App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Files and docs:Files and docs · Optional->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Photos and videos:Photos · Optional->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Photos and videos:Videos · Optional->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; App info and performance:Crash logs->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; App info and performance:Diagnostics-> App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; App info and performance:Other app performance data-> App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Financial info:User payment info · Optional->App functionality, Analytics, Fraud prevention, security, and compliance, Account management; Financial info:Purchase history · Optional->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Financial info:Credit score · Optional->App functionality, Fraud prevention, security, and compliance, Account management; Financial info:Other financial info · Optional->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Location:Approximate location and Precise location; Location:Approximate location->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Location:Precise location · Optional->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Device or other IDs:Device or other Ids->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention,->security, and compliance, Personalization, Account management; Contacts:Contacts · Optional->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Health and fitness:Health info and Fitness info; Health and fitness:Health info · Optional->App functionality, Analytics, Fraud prevention, security, and compliance, Account management; Health and fitness:Fitness info · Optional->App functionality, Analytics, Fraud prevention, security, and compliance, Account management; Messages:Emails · Optional->App functionality, Fraud prevention, security, and compliance, Account management; Messages:SMS or MMS · Optional->App functionality, Fraud prevention, security, and compliance, Account management; Messages:Other in-app messages · Optional->App functionality, Fraud prevention, security, and compliance, Account management; Calendar:Calendar events · Optional->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Audio:Voice or sound recordings · Optional->App functionality, Analytics, Fraud prevention, security, and compliance, Account management; Audio:Music files · Optional->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Audio:Other audio files · Optional->App functionality, Analytics, Fraud prevention, security, and compliance, Account management","Personal info:Name->Fraud prevention, security, and compliance; Personal info:Email address-> Fraud prevention, security, and compliance; Personal info:User Ids-> Fraud prevention, security, and compliance; Personal info:Phone number-> Fraud prevention, security, and compliance; Device or other Ids:Device or other Ids->Advertising or marketing",https://play.google.com/store/apps/datasafety?id=com.facebook.katana,Google Play Data safety: Data may be shared with third parties
ru,social_2,social2,OK,ru.ok.android,10,2,"Audio:Voice or sound recordings and Other audio files; Audio:Voice or sound recordings · Optional->App functionality; Audio:Other audio files · Optional->App functionality; Device or other IDs:Device or other Ids->Analytics; Personal info:Name · Optional->Account management; Personal info:Email address-> Developer communications, Account management; Personal info:Address · Optional->Advertising or marketing, Personalization; Personal info:Phone number · Optional->Fraud prevention, security, and compliance, Account management; Financial info:Purchase history->App functionality, Analytics, Fraud prevention, security, and compliance; App info and performance:Crash logs->Analytics; App info and performance:Diagnostics-> Analytics; App info and performance:Other app performance data-> Analytics; Files and docs:Files and docs · Optional->App functionality; Photos and videos:Photos and Videos; Photos and videos:Photos · Optional->App functionality; Photos and videos:Videos · Optional->App functionality; App activity:App interactions and Other user-generated content; App activity:App interactions · Optional->App functionality; App activity:Other user-generated content · Optional->App functionality, Analytics; Messages:Emails and Other in-app messages; Messages:Emails · Optional->Developer communications, Fraud prevention, security, and compliance, Account management; Messages:Other in-app messages · Optional->App functionality, Developer communications; Contacts:Contacts · Optional->App functionality","Personal info:User IDs; Personal info:User IDs->App functionality, Analytics, Developer communications, Advertising or marketing, Personalization; Location:Precise location->App functionality, Advertising or marketing",https://play.google.com/store/apps/datasafety?id=ru.ok.android,Google Play Data safety: Data may be shared with third parties
eu,social_2,social2,X,com.twitter.android,11,0,"Device or other IDs:Device or other Ids->App functionality, Analytics, Advertising or marketing, Fraud prevention, security, and compliance->Account management; Personal info:Name · Optional->App functionality, Developer communications, Fraud prevention, security, and compliance, Account management; Personal info:Email address · Optional->App functionality, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Personal info:User Ids-> App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Personal info:Address · Optional->App functionality; Personal info:Phone number · Optional->App functionality, Developer communications, Fraud prevention, security, and compliance, Personalization, Account management; Personal info:Other info-> App functionality, Analytics, Advertising or marketing, Fraud prevention, security, and compliance, Account management; App info and performance:Crash logs->Analytics; App info and performance:Diagnostics-> App functionality, Analytics, Advertising or marketing; App info and performance:Other app performance data-> App functionality, Analytics; Financial info:Purchase history · Optional->App functionality, Analytics, Advertising or marketing; Messages:Other in-app messages->App functionality, Analytics, Fraud prevention, security, and compliance; Photos and videos:Photos and Videos; Photos and videos:Photos · Optional->App functionality, Analytics, Developer communications, Fraud prevention, security, and compliance, Account management; Photos and videos:Videos · Optional->App functionality, Analytics, Fraud prevention, security, and compliance, Account management; App activity:App interactions->App functionality, Analytics, Advertising or marketing, Fraud prevention, security, and compliance, Personalization; App activity:In-app search history-> App functionality, Analytics, Personalization, Installed apps, App functionality, Analytics, Advertising or marketing, Personalization; App activity:Other user-generated content-> App functionality, Analytics, Fraud prevention, security, and compliance, Personalization; App activity:Other actions-> App functionality, Analytics, Advertising or marketing, Fraud prevention, security, and compliance, Personalization; Contacts:Contacts · Optional->App functionality, Analytics, Developer communications, Fraud prevention, security, and compliance, Personalization; Web browsing:Web browsing history->App functionality, Analytics, Advertising or marketing; Audio:Voice or sound recordings · Optional->App functionality, Analytics, Fraud prevention, security, and compliance; Location:Approximate location and Precise location; Location:Approximate location->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Location:Precise location · Optional->App functionality, Analytics, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management",No data shared,https://play.google.com/store/apps/datasafety?id=com.twitter.android,Google Play Data safety: No data shared with third parties
ru,msg_1,msg1,MAX,ru.oneme.app,8,0,Contact Info; Contacts; User Content; Search History; Identifiers; Usage Data; Location; Diagnostics,no declared data,https://apps.apple.com/ru/app/max-%D0%BE%D0%B1%D1%89%D0%B5%D0%BD%D0%B8%D0%B5-%D0%B7%D0%B2%D0%BE%D0%BD%D0%BA%D0%B8-%D1%81%D0%B5%D1%80%D0%B2%D0%B8%D1%81%D1%8B/id6739530834?l=en-GB,Google Play Data safety: No data shared with third parties
eu,msg_1,msg1,WhatsApp,com.whatsapp,7,0,"Contacts:Contacts · Optional->App functionality, Fraud prevention, security, and compliance; Financial info:User payment info and Purchase history; Financial info:User payment info · Optional->App functionality, Fraud prevention, security, and compliance; Financial info:Purchase history · Optional->App functionality, Analytics, Fraud prevention, security, and compliance; Location:Approximate location->App functionality, Analytics, Advertising or marketing, Fraud prevention, security, and compliance; Device or other IDs:Device or other Ids->App functionality, Analytics, Developer communications, Advertising or marketing, Fraud prevention,security, and compliance; Personal info:Email address · Optional->App functionality, Fraud prevention, security, and compliance; Personal info:User Ids-> App functionality, Analytics, Advertising or marketing, Fraud prevention, security, and compliance, Account management; Personal info:Phone number-> App functionality, Analytics, Fraud prevention, security, and compliance; App info and performance:Crash logs->App functionality, Analytics; App info and performance:Diagnostics-> App functionality, Analytics; App info and performance:Other app performance data-> App functionality, Analytics; App activity:App interactions->App functionality, Analytics, Advertising or marketing, Fraud prevention, security, and complianceж App activity:In-app search history->App functionality, Analytics; App activity:Other user-generated content · Optional->App functionality, Analytics, Fraud prevention, security, and compliance, Personalization",No data shared,https://play.google.com/store/apps/datasafety?id=com.whatsapp,Google Play Data safety: No data shared with third parties
ru,msg_2,msg2,Yandex Telemost,ru.yandex.telemost,6,0,"Personal info:Name · Optional->Account management; Personal info:Email address · Optional->Account management; Personal info:User Ids-> App functionality, Analytics, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; Personal info:Other info · Optional->Account management; App activity:App interactions and Other actions; App activity:App interactions->Analytics, Advertising or marketing, Personalization; App activity:Other actions · Optional->Analytics; Audio:Voice or sound recordings · Optional->App functionality; Device or other IDs:Device or other Ids->Analytics, Advertising or marketing, Fraud prevention, security, and compliance, Personalization, Account management; App info and performance:Crash logs->Analytics; App info and performance:Diagnostics-> Analytics; App info and performance:Other app performance data · Optional->Analytics; Messages:Other in-app messages · Optional->App functionality, Fraud prevention, security, and compliance",No data shared,https://play.google.com/store/apps/datasafety?id=ru.yandex.telemost,Google Play Data safety: No data shared with third parties
eu,msg_2,msg2,Telegram,org.telegram.messenger,7,0,Contacts:Contacts · Optional->App functionality; Location:Precise location · Optional->App functionality; Photos and videos:Photos and Videos; Photos and videos:Photos · Optional->App functionality; Photos and videos:Videos · Optional->App functionality; Audio:Voice or sound recordings · Optional->App functionality; Files and docs:Files and docs · Optional->App functionality; Personal info:Name and User IDs; Personal info:Name->App functionality; Personal info:User Ids-> App functionality; Messages:Other in-app messages · Optional->App functionality,No data shared,https://play.google.com/store/apps/datasafety?id=org.telegram.messenger,Google Play Data safety: No data shared with third parties
ru,gov_portal,gov1,Gosuslugi,ru.rostel,4,1,Personal info:Name->App functionality; Personal info:Email address-> App functionality; Personal info:User Ids-> App functionality; Personal info:Address-> App functionality; Personal info:Phone number-> App functionality; Personal info:Other info-> App functionality; App activity:Installed apps->App functionality; Health and fitness:Health info->App functionality; Financial info:User payment info and Purchase history; Financial info:User payment info · Optional->App functionality; Financial info:Purchase history->App functionality,"Financial info:User payment info->App functionality, Fraud prevention, security, and compliance",https://play.google.com/store/apps/datasafety?id=ru.rostel,Google Play Data safety: Data may be shared with third parties
eu,gov_portal,gov1,MyGuichet.lu,lu.etat.fp.gun.android,8,0,Photos and videos:Photos and Videos; Photos and videos:Photos->App functionality; Photos and videos:Videos-> App functionality; Calendar:Calendar events->App functionality; Financial info:User payment info and Other financial info; Financial info:User payment info->App functionality; Financial info:Other financial info-> App functionality; Files and docs:App functionality; Personal info:Name->App functionality; Personal info:Email address-> App functionality; Personal info:User Ids-> App functionality; Personal info:Address-> App functionality; Personal info:Phone number-> App functionality; Personal info:Other info-> App functionality; Device or other IDs:Device or other Ids->App functionality; Health and fitness:Health info and Fitness info; Health and fitness:Health info->App functionality; Health and fitness:Fitness info-> App functionality; Contacts:Contacts->App functionality,No data shared,https://play.google.com/store/apps/datasafety?id=lu.etat.fp.gun.android,Google Play Data safety: No data shared with third parties; Security practices: Data can’t be deleted
ru,gov_tax,gov2,Nalogi FL,ru.fns.lkfl,1,0,Personal info:Email address->App functionality; Personal info:User Ids-> App functionality; Personal info:Phone number · Optional->App functionality,No data shared,https://play.google.com/store/apps/datasafety?id=ru.fns.lkfl,Google Play Data safety: No data shared with third parties
eu,gov_tax,gov2,impots.gouv,fr.gouv.finances.smartphone.android,3,0,"Calendar:Calendar events · Optional->Personalization; Personal info:Email address->Account management; Personal info:User Ids-> App functionality, Account management, Address, Account management; Personal info:Phone number-> Account management; Financial info:User payment info->App functionality",No data shared,https://play.google.com/store/apps/datasafety?id=fr.gouv.finances.smartphone.android,Google Play Data safety: No data shared with third parties; Security practices: Data can’t be deleted (no deletion request option)
ru,gov_eid,gov3,Gosuslugi Biometria,ru.rtlabs.mobile.ebs.gosuslugi.android,0,0,No data collected,No data shared,https://play.google.com/store/apps/datasafety?id=ru.rtlabs.mobile.ebs.gosuslugi.android,Google Play Data safety: No data shared with third parties
eu,gov_eid,gov3,itsme,be.bmid.itsme,2,2,"Personal info:Name->App functionality, Account management; Personal info:Email address · Optional->Developer communications, Advertising or marketing, Fraud prevention, security, and compliance; Personal info:User Ids-> App functionality; Personal info:Address-> App functionality; Personal info:Phone number-> App functionality, Account management; Personal info:Other info-> App functionality; Device or other Ids:Device or other Ids->Analytics",App activity:App interactions->Analytics; App info and performance:Crash logs and Other app performance data; App info and performance:Crash logs->Analytics; App info and performance:Other app performance data->Analytics,https://play.google.com/store/apps/datasafety?id=be.bmid.itsme,Google Play Data safety: Data may be shared with third parties
